new_id,id,product_name,segment,family,class,brick
1552,17240,"MAPLE VANILLA ORGANIC STEEL CUT OATMEAL WITH FRUIT & SEEDS CRANBERRIES, BLUEBERRIES, RAISINS & PEPITAS, MAPLE VANILLA",Food/Beverage,Cereal/Grain/Pulse Products,Breakfast Cereals,Breakfast Cereals - Ready to Eat
1553,17243,"SEEDLESS REAL JEWISH RYE BREAD, SEEDLESS",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Bread (Perishable)
1554,17261,"GROVE STYLE HIGH PULP 100% ORANGE JUICE, ORANGE",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Fruit/Vegetable Juice - Ready to Drink
1555,17273,"PB & J MILK CHOCOLATE FILLED WITH PEANUT BUTTER & RASPBERRY JAM ORGANIC BAR, PB & J",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Chocolate
1556,17276,"PEPITAS, SOYBEANS, CHICKPEAS, FAVA BEANS, ALMONDS, DRIED SWEETENED CRANBERRIES & EDAMAME PROTEIN TRAIL MIX, PEPITAS, SOYBEANS, CHICKPEAS, FAVA BEANS, ALMONDS, DRIED SWEETENED CRANBERRIES & EDAMAME",Food/Beverage,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Nuts/Seeds - Prepared/Processed,Nuts/Seeds - Prepared/Processed (Shelf Stable)
1557,17283,"SALTED PEANUTS + DARK CHOCOLATE 60% COCOA CHOCOLATE BAR, SALTED PEANUTS + DARK CHOCOLATE",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Chocolate
1558,17292,"WICKED DARK WITH GINGER ORGANIC 95% DARK CHOCOLATE, WICKED DARK WITH GINGER",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Chocolate
1559,17293,"JALAPENO VIRGINIA PEANUTS, JALAPENO",Food/Beverage,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Nuts/Seeds - Prepared/Processed,Nuts/Seeds - Prepared/Processed (Shelf Stable)
1560,17295,"CIABATTINI ITALIAN CIABATTA ROLLS, CIABATTINI",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Bread (Perishable)
1561,17296,"KALAMATA OLIVES WITH PITS, KALAMATA",Food/Beverage,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Vegetables - Prepared/Processed,Vegetables - Prepared/Processed (Shelf Stable)
1562,17307,"ROASTED SALTED EXTRA LARGE VIRGINIA PEANUTS, ROASTED SALTED",Food/Beverage,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Nuts/Seeds - Prepared/Processed,Nuts/Seeds - Prepared/Processed (Shelf Stable)
1563,17314,"CHIPOTLE CHILI MIXIN'S, CHIPOTLE",Food/Beverage,Seasonings/Preservatives/Extracts,Seasonings/Preservatives/Extracts,Seasonings/Marinades - Prepared/Processed
1564,17319,"ORANGE JUICE, ORANGE",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Fruit/Vegetable Juice - Ready to Drink
1565,17326,"ORGANIC SWEET GREENS & LEMON CELERY, APPLE, CUCUMBER, SPINACH, ROMAINE, KALE, LEMON VEGETABLE & FRUIT JUICE BLEND, SWEET GREENS & LEMON",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Fruit/Vegetable Juice - Ready to Drink
1566,17327,"LEMON DILL SEASONING WRAPS, LEMON DILL",Food/Beverage,Seasonings/Preservatives/Extracts,Seasonings/Preservatives/Extracts,Seasonings/Marinades - Prepared/Processed
1567,17328,"MELLOWCREME PUMPKINS CANDY, MELLOWCREME PUMPKINS",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate
1568,17331,"ROASTED GARLIC & LEMON SEASONING WRAPS, ROASTED GARLIC & LEMON",Food/Beverage,Seasonings/Preservatives/Extracts,Seasonings/Preservatives/Extracts,Seasonings/Marinades - Prepared/Processed
1569,17333,"STRAWBERRY WATERMELON FLAVORED REDUCED SUGAR JUICE COCKTAIL FROM CONCENTRATE, STRAWBERRY WATERMELON",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Fruit/Vegetable Juice - Ready to Drink
1570,17339,"JELLY BEANS CANDY, JELLY BEANS",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate
1571,17341,"ORANGE SLICES CANDY, ORANGE SLICES",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate
1572,17342,"PEACH RINGS CANDY, PEACH RINGS",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate
1573,17343,"STARLIGHT MINTS CANDY, STARLIGHT MINTS",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate
1574,17344,"CIRCUS PEANUTS CANDY, CIRCUS PEANUTS",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate
1575,17345,"CHOCOLATE BRIDGE MIX CHOCOLATE COVERED NUTS, FRUITS & CREMES, CHOCOLATE BRIDGE MIX",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Chocolate
1576,17348,"LEMON DROPS CANDY, LEMON DROPS",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate
1577,17349,"MILK CHOCOLATE STARS, MILK CHOCOLATE",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Chocolate
1578,17351,HAMBURGER BUNS,Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Bread (Perishable)
1579,17352,"MEDIUM THICK & CHUNKY SALSA, MEDIUM",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Liquid/Sauce/Soup,Sauce - Ready to Eat (Shelf Stable)
1580,17356,"8"""" S/L ROSETTE AND BALLOON GOLD CAKE",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Cakes/Pastries (Perishable)
1581,17357,"OLD FASHIONED OATS, OLD FASHIONED",Food/Beverage,Cereal/Grain/Pulse Products,Breakfast Cereals,Breakfast Cereals - Ready to Eat
1582,17362,HEAT'N SERVE HARD ROLLS,Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Bread (Perishable)
1583,17365,"VANILLA AND CHOCOLATE ICE CREAM, VANILLA AND CHOCOLATE",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Ice Cream/Frozen Desserts (Frozen)
1584,17374,"HONEY DRY ROASTED PEANUTS, HONEY ROASTED",Food/Beverage,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Nuts/Seeds - Prepared/Processed,Nuts/Seeds - Prepared/Processed (Shelf Stable)
1585,17379,TRADITIONAL PEARL COUSCOUS,Food/Beverage,Cereal/Grain/Pulse Products,Pasta/Noodles,Pasta/Noodles - Unprepared/Unprocessed (Shelf Stable)
1586,17386,"TRIPLE CHOCOLATE POUND CAKE, TRIPLE CHOCOLATE",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Cakes/Pastries (Perishable)
1587,17399,MILK CHOCOLATE,Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Chocolate
1588,17410,"EUROPEAN-STYLE DANISH DOUGH TRIPLE-FILLED WITH A SWEET NEUFCHATEL CHEESE BLEND, FINISHED WITH WHITE ICING & STREUSEL, TRIPLE-FILLED CHEESE BRAID",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Cakes/Pastries (Perishable)
1589,17424,"SWEETENED CORN & OAT CEREAL, SWEETENED",Food/Beverage,Cereal/Grain/Pulse Products,Breakfast Cereals,Breakfast Cereals - Ready to Eat
1590,17428,"COCOA PEANUT BUTTER CEREAL, COCOA PEANUT BUTTER",Food/Beverage,Cereal/Grain/Pulse Products,Breakfast Cereals,Breakfast Cereals - Ready to Eat
1591,17435,"MEDIUM CHIPOTLE ROASTED SALSA, MEDIUM, CHIPOTLE ROASTED",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Liquid/Sauce/Soup,Sauce - Ready to Eat (Shelf Stable)
1592,17436,"MEDIUM ROASTED VERDE SALSA, MEDIUM ROASTED VERDE",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Liquid/Sauce/Soup,Sauce - Ready to Eat (Shelf Stable)
1593,17437,"TAQUERIA SMALL BATCH SALSA, TAQUERIA",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Liquid/Sauce/Soup,Sauce - Ready to Eat (Shelf Stable)
1594,17440,"THICK & CHUNKY MILD SALSA, MILD",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Liquid/Sauce/Soup,Sauce - Ready to Eat (Shelf Stable)
1595,17442,"MEDIUM THICK & CHUNKY SALSA, MEDIUM",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Liquid/Sauce/Soup,Sauce - Ready to Eat (Shelf Stable)
1596,17443,"MILD THICK & CHUNKY SALSA, MILD THICK & CHUNKY",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Liquid/Sauce/Soup,Sauce - Ready to Eat (Shelf Stable)
1597,17444,"MEDIUM THICK & CHUNKY MEDIUM SALSA, MEDIUM",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Liquid/Sauce/Soup,Sauce - Ready to Eat (Shelf Stable)
1598,17446,"TARTAR SAUCE, TARTAR",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Liquid/Sauce/Soup,Sauce - Ready to Eat (Shelf Stable)
1599,17450,NO SUGAR ADDED 60% COCOA EXTRA DARK CHOCOLATE,Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Chocolate
1600,17451,"PLAIN BAGELS, PLAIN",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Bread (Perishable)
1601,17452,ARTESIAN ITALIAN SPARKLING WATER,Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
1602,17453,"RAISIN BAGELS, RAISIN",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Bread (Perishable)
1603,17458,"MEDIUM CHUNKY SALSA, MEDIUM CHUNKY",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Liquid/Sauce/Soup,Sauce - Ready to Eat (Shelf Stable)
1604,17459,"DANISH BUTTER COOKIES, DANISH BUTTER",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Biscuits/Cookies (Shelf Stable)
1605,17461,ORGANIC CHICKPEAS AND LENTILS SPAGHETTI PASTA,Food/Beverage,Cereal/Grain/Pulse Products,Pasta/Noodles,Pasta/Noodles - Unprepared/Unprocessed (Shelf Stable)
1606,17464,"MILD RESTAURANT STYLE SALSA, MILD",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Liquid/Sauce/Soup,Sauce - Ready to Eat (Shelf Stable)
1607,17465,"CRANBERRY JUICE COCKTAIL FROM CONCENTRATE, CRANBERRY",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Fruit/Vegetable Juice - Ready to Drink
1608,17467,"PECAN SHORTBREAD COOKIES, PECAN",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Biscuits/Cookies (Shelf Stable)
1609,17470,"PUMPKIN CAKE BITES WITH CREAM CHEESE FILLING, PUMPKIN",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Cakes/Pastries (Perishable)
1610,17472,"MILK CHOC. SEA SALT CARAMELS, MILK CHOC. SEA SALT",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Chocolate
1611,17474,"STRAWBERRY FRENCH ICE CREAM, STRAWBERRY",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Ice Cream/Frozen Desserts (Frozen)
1612,17476,"ASSORTED CHOCOLATES, ASSORTED",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Chocolate
1613,17477,"NO SUGAR ADDED ORANGE & ALMOND DARK CHOCOLATE, ORANGE & ALMOND",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Chocolate
1614,17478,EVERYTHING BAGELS,Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Bread (Perishable)
1615,17479,ONION BAGELS,Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Bread (Perishable)
1616,17482,"ORIGINAL ENGLISH MUFFINS, ORIGINAL",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Bread (Perishable)
1617,17486,"1/4 SHEET WHITE CAKE WITH BUTTERCREAM ICING, WHITE",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Cakes/Pastries (Perishable)
1618,17488,PRE-SLICED BAGELS,Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Bread (Perishable)
1619,17490,TRADITIONAL MINI POUND CAKE,Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Cakes/Pastries (Perishable)
1620,17492,"BIRTHDAY CAKE DONUTS, BIRTHDAY CAKE",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Cakes/Pastries (Perishable)
1621,17501,POWDERED SUGAR DONUT HOLES,Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Cakes/Pastries (Perishable)
1622,17502,"ICED LEMON SHORTBREAD COOKIES, ICED LEMON",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Biscuits/Cookies (Shelf Stable)
1623,17507,"CARAMEL TOPPED NEW YORK STYLE CHEESECAKE, CARAMEL TOPPED NEW YORK STYLE",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Cakes/Pastries (Perishable)
1624,17508,"NO SUGAR ADDED 100% JUICE CRANBERRY FLAVORED 3 JUICE BLEND FROM CONCENTRATE WITH ADDED INGREDIENTS, CRANBERRY",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Fruit/Vegetable Juice - Ready to Drink
1625,17519,"CHUNKY CHOCOLATE PECAN SALTY OATS COOKIES, CHUNKY CHOCOLATE PECAN",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Biscuits/Cookies (Shelf Stable)
1626,17528,LOAF CAKE SLICES,Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Cakes/Pastries (Perishable)
1627,17536,"PEACH, MANDARIN & KIWI JOY-D FRUIT JUICE, PEACH, MANDARIN & KIWI",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Fruit/Vegetable Juice - Ready to Drink
1628,17543,"STRAWBERRY ALL PINK FRUIT CHEWS, STRAWBERRY",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate
1629,17548,"WILD CHERRY HARD CANDY, WILD CHERRY",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate
1630,17549,"STRAWBERRY, CHERRY, FRUIT PUNCH & WATERMELON FRUIT CHEWS, STRAWBERRY, CHERRY, FRUIT PUNCH & WATERMELON",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate
1631,17550,"BUTTER RUM HARD CANDY, BUTTER RUM",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate
1632,17551,"PREMIUM CHOCOLATE SQUARES FALL ASSORTMENT, MILK CHOCOLATE FUDGE CARAMEL, MILK CHOCOLATE CARAMEL, MILK CHOCOLATE PUMPKIN SPICE CARAMEL",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Chocolate
1633,2293,"MACARONI PRODUCT, PENNE RIGATE",Food/Beverage,Cereal/Grain/Pulse Products,Pasta/Noodles,Pasta/Noodles - Unprepared/Unprocessed (Shelf Stable)
1634,2295,"MEDIUM RESTAURANT STYLE SALSA, MEDIUM",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Liquid/Sauce/Soup,Sauce - Ready to Eat (Shelf Stable)
1635,2296,"MEDIUM ORIGINAL SALSA, MEDIUM ORIGINAL",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Liquid/Sauce/Soup,Sauce - Ready to Eat (Shelf Stable)
1636,2299,"ROASTED GARLIC MEDIUM SALSA, ROASTED GARLIC",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Liquid/Sauce/Soup,Sauce - Ready to Eat (Shelf Stable)
1637,2301,"SEA SALT GREEN RIPE MEDIUM PITTED CALIFORNIA SIMPLY OLIVES, SEA SALT",Food/Beverage,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Vegetables - Prepared/Processed,Vegetables - Prepared/Processed (Shelf Stable)
1638,2324,"FRIED RICE SEASONING MIX, FRIED RICE",Food/Beverage,Seasonings/Preservatives/Extracts,Seasonings/Preservatives/Extracts,Seasonings/Marinades - Prepared/Processed
1639,2338,"MEDIUM SALSA, MEDIUM",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Liquid/Sauce/Soup,Sauce - Ready to Eat (Shelf Stable)
1640,2339,"MILD SALSA, MILD",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Liquid/Sauce/Soup,Sauce - Ready to Eat (Shelf Stable)
1641,2341,"COCKTAIL SAUCE FOR SEAFOOD, COCKTAIL",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Liquid/Sauce/Soup,Sauce - Ready to Eat (Shelf Stable)
1642,2352,"DURUM WHEAT SEMOLINA MACARONI PRODUCT, FUSILLI",Food/Beverage,Cereal/Grain/Pulse Products,Pasta/Noodles,Pasta/Noodles - Unprepared/Unprocessed (Shelf Stable)
1643,2362,"CAJUN GUMBO BASE, CAJUN GUMBO",Food/Beverage,Seasonings/Preservatives/Extracts,Seasonings/Preservatives/Extracts,Seasonings/Marinades - Prepared/Processed
1644,2368,"BBQ PORK ROAST SEASONING, BBQ PORK ROAST",Food/Beverage,Seasonings/Preservatives/Extracts,Seasonings/Preservatives/Extracts,Seasonings/Marinades - Prepared/Processed
1645,2373,"MEDIUM RANCHERA SALSA, MEDIUM",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Liquid/Sauce/Soup,Sauce - Ready to Eat (Shelf Stable)
1646,2384,"WHEAT SQUARES GOLDEN BROWN SQUARES OF TOASTED WHOLE GRAIN WHEAT CEREAL, WHEAT SQUARES",Food/Beverage,Cereal/Grain/Pulse Products,Breakfast Cereals,Breakfast Cereals - Ready to Eat
1647,2385,"CINNAMON FROSTED WHOLE GRAIN SHREDDED WHEAT CEREAL WITH ONYX SORGHUM, CINNAMON FROSTED",Food/Beverage,Cereal/Grain/Pulse Products,Breakfast Cereals,Breakfast Cereals - Ready to Eat
1648,2393,"GARLIC GOURMET CUT CROUTONS, GARLIC",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Bread (Perishable)
1649,2395,SEASONING & RUB,Food/Beverage,Seasonings/Preservatives/Extracts,Seasonings/Preservatives/Extracts,Seasonings/Marinades - Prepared/Processed
1650,2426,"MAPLE & BROWN SUGAR INSTANT OATMEAL, MAPLE & BROWN SUGAR",Food/Beverage,Cereal/Grain/Pulse Products,Breakfast Cereals,Breakfast Cereals - Ready to Eat
1651,2427,"MAPLE & BROWN SUGAR INSTANT OATMEAL, MAPLE & BROWN SUGAR",Food/Beverage,Cereal/Grain/Pulse Products,Breakfast Cereals,Breakfast Cereals - Ready to Eat
1652,2428,"STRAWBERRIES & CREAM INSTANT OATMEAL, STRAWBERRIES & CREAM",Food/Beverage,Cereal/Grain/Pulse Products,Breakfast Cereals,Breakfast Cereals - Ready to Eat
1653,2452,"COUNTRY ROAST CHICKEN SEASONING, COUNTRY ROAST CHICKEN",Food/Beverage,Seasonings/Preservatives/Extracts,Seasonings/Preservatives/Extracts,Seasonings/Marinades - Prepared/Processed
1654,4079,"CAFFE MOCHA LATTE WITH DUTCH AND NATURAL COCOA SPECIALTY COFFEE BEVERAGE, CAFFE MOCHA LATTE",Food/Beverage,Beverages,Coffee/Coffee Substitutes,Coffee - Ground Beans
1655,4088,"ORIGINAL CANDY ROLLS, ORIGINAL",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate
1656,4089,CANDY ROLLS,Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate
1657,4115,"MILD SALSA VERDE, MILD",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Liquid/Sauce/Soup,Sauce - Ready to Eat (Shelf Stable)
1658,4125,"VANILLA FLAVORED LOW FAT ICE CREAM, VANILLA",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Ice Cream/Frozen Desserts (Frozen)
1659,4131,SOFT OATMEAL COOKIES,Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Biscuits/Cookies (Shelf Stable)
1660,4132,"ALMONETTE BAKED WITH REAL ALMONDS COOKIES, REAL ALMONDS",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Biscuits/Cookies (Shelf Stable)
1661,4135,"SHORTBREAD COOKIES, SHORTBREAD",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Biscuits/Cookies (Shelf Stable)
1662,4154,"MICROWAVE CINNAMON ROLLS WITH CREAM CHEESE ICING, CINNAMON",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Cakes/Pastries (Perishable)
1663,4199,"ORIGINAL POPS, ORIGINAL",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate
1664,4213,"FROSTED MINI DONUTS, FROSTED",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Cakes/Pastries (Perishable)
1665,4214,"CINNAMON SUGAR FREE HARD CANDY, CINNAMON",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate
1666,4219,"MARSHMALLOW BUNNIES, CHICKS & EGGS CANDY, MARSHMALLOW",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate
1667,4220,"LIMITED EDITION FLAVOR POPS, LIMITED EDITION",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate
1668,4221,"LOLLIPOP BOUQUETS, CHERRY, BLU RASPBERRY",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate
1669,17554,"ORIGINAL ORGANIC INSTANT OATMEAL, ORIGINAL",Food/Beverage,Cereal/Grain/Pulse Products,Breakfast Cereals,Breakfast Cereals - Ready to Eat
1670,17559,"APPLE LOONS, SWEETENED MULTI-GRAIN APPLE CEREAL, APPLE",Food/Beverage,Cereal/Grain/Pulse Products,Breakfast Cereals,Breakfast Cereals - Ready to Eat
1671,17563,"SNICKERDOODLE COOKIES, SNICKERDOODLE",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Biscuits/Cookies (Shelf Stable)
1672,17568,"ICED ALMONETTE COOKIES, ICED ALMONETTE",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Biscuits/Cookies (Shelf Stable)
1673,17569,"VANILLA SHORTBREAD COOKIES, VANILLA",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Biscuits/Cookies (Shelf Stable)
1674,17571,"APPLE 100% JUICE, APPLE",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Fruit/Vegetable Juice - Ready to Drink
1675,17572,"SOUR PUMPKINS GUMMI CANDY, PUMPKINS",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate
1676,17575,"CLASSIC YELLOW CAKE WITH CHOCOLATE ICING, CHOCOLATE ICING",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Cakes/Pastries (Perishable)
1677,17578,FILLED COOKIES,Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Biscuits/Cookies (Shelf Stable)
1678,17581,"RASPBERRY BERET ROASTED & SALTED PEANUTS MIXED WITH ROASTED ALMONDS, DARK CHOCOLATE CHIPS & SWEET RASPBERRIES TRAIL MIX, RASPBERRY BERET",Food/Beverage,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Nuts/Seeds - Prepared/Processed,Nuts/Seeds - Prepared/Processed (Shelf Stable)
1679,17594,"ORANGE FLAVORED DARK CHOCOLATE, ORANGE",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Chocolate
1680,17595,"MINI BOSTON CREAM FILLED DONUTS WITH DECADENT CHOCOLATE FROSTING & FALL LEAF SPRINKLES, MINI FALL DONUTS",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Cakes/Pastries (Perishable)
1681,17596,MONSTER POOPER WALKING CANDY DISPENSER,Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate
1682,17601,"SUGAR WOOD HARVEST MAPLE PORK SEASONING RUB, SUGAR WOOD",Food/Beverage,Seasonings/Preservatives/Extracts,Seasonings/Preservatives/Extracts,Seasonings/Marinades - Prepared/Processed
1683,17603,"ORGANIC SEASON SALT, ORGANIC SEASON",Food/Beverage,Seasonings/Preservatives/Extracts,Seasonings/Preservatives/Extracts,Seasonings/Marinades - Prepared/Processed
1684,17607,"PUMPKIN PIE WITH ORIGINAL GLAZED DOUGHNUTS, GLAZED PUMPKIN PIE ORIGINAL",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Cakes/Pastries (Perishable)
1685,17621,"PUMPKIN SPICE MINI MINIATURE FALL DONUTS, PUMPKIN SPICE",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Cakes/Pastries (Perishable)
1686,17628,"MILD HATCH PEPPER SEASONING, MILD",Food/Beverage,Seasonings/Preservatives/Extracts,Seasonings/Preservatives/Extracts,Seasonings/Marinades - Prepared/Processed
1687,17629,"HATCH GREEN CHILE AWESOME SAUCE MADE WITH AVOCADO OIL, HATCH GREEN CHILE",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Liquid/Sauce/Soup,Sauce - Ready to Eat (Shelf Stable)
1688,17631,"ASSORTED MILK & DARK CHOCOLATES, ASSORTED",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Chocolate
1689,17632,"MEDIUM SALSA, MEDIUM",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Liquid/Sauce/Soup,Sauce - Ready to Eat (Shelf Stable)
1690,17634,"WATERMELON MINT FLAVOR WATER, WATERMELON MINT",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
1691,17638,LOW SODIUM MIXED NUTS,Food/Beverage,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Nuts/Seeds - Prepared/Processed,Nuts/Seeds - Prepared/Processed (Shelf Stable)
