new_id,id,product_name,predicted_segment,predicted_family,predicted_class,predicted_brick
5171,5701,"IMMUNE REFRESHER PURPLE CARROT, BEET & CHERRY WITH ELDERBERRY & ECHINACEA FLAVORED JUICE BLEND FROM CONCENTRATE, PURPLE CARROT, BEET & CHERRY WITH ELDERBERRY & ECHINACEA",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Fruit/Vegetable Juice - Ready to Drink
5172,5702,"OATMEAL RAISIN COOKIES, OATMEAL RAISIN",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Biscuits/Cookies (Shelf Stable)
5173,5703,"ORIGINAL BEEF & PORK STICKS, ORIGINAL",Food/Beverage,Meat/Poultry/Other Animals,Meat/Poultry/Other Animals - Prepared/Processed,Meat/Poultry/Other Animals Sausages - Prepared/Processed
5174,5704,"MINT CHOCOLATE CHIP ICE CREAM, MINT CHOCOLATE CHIP",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Frozen)
5175,5705,HIMALAYAN FINE ICE SALT,Food/Beverage,Seasonings/Preservatives/Extracts,Seasonings/Preservatives/Extracts,Seasonings/Marinades - Prepared/Processed
5176,5706,ANDEAN FINE PINK SALT,Food/Beverage,Seasonings/Preservatives/Extracts,Seasonings/Preservatives/Extracts,Herbs/Spices - Dried
5177,5707,ORGANIC SWEET CORN,Food/Beverage,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Vegetables - Prepared/Processed,Vegetables - Prepared/Processed (Shelf Stable)
5178,5708,ORGANIC PEAS,Food/Beverage,Vegetables (Non Leaf) - Unprepared/Unprocessed (Fresh),Root Vegetables,Root Vegetables - Unprepared/Unprocessed (Fresh)
5179,5710,WHOLE SALT PEARLS GRINDER,Food/Beverage,Seasonings/Preservatives/Extracts,Seasonings/Preservatives/Extracts,Herbs/Spices - Dried
5180,5715,ORGANIC RED LENTIL SPAGHETTI,Food/Beverage,Cereal/Grain/Pulse Products,Pasta/Noodles,Pasta/Noodles - Unprepared/Unprocessed (Shelf Stable)
5181,5718,"HONEY ORGANIC MUSTARD, HONEY",Food/Beverage,Seasonings/Preservatives/Extracts,Seasonings/Preservatives/Extracts,Seasonings/Marinades - Prepared/Processed
5182,5719,"ALMOND BUTTER PROTEIN BARS, ALMOND BUTTER",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Shelf Stable)
5183,5720,"RICOTTA ARTISAN ALMOND MILK, RICOTTA",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese,
5184,5721,"PLAIN ALMOND MILK CREAM CHEESE STYLE SPREAD, PLAIN",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Substitutes,
5185,5722,"VANILLA ALMOND MILK YOGURT, VANILLA",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Yogurts,
5186,5723,"BLUEBERRY ALMOND MILK YOGURT, BLUEBERRY",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Yogurts,
5187,5725,LEMONADE PASSIONFRUIT COLD-PRESSED 100% RAW U.S. HONEY,Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Fruit/Vegetable Juice - Ready to Drink
5188,5726,VEGETABLE CHIPS,Food/Beverage,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Vegetables - Prepared/Processed,Vegetables - Prepared/Processed (Shelf Stable)
5189,5727,"SALTVERK, FLAKY SEA SALT",Food/Beverage,Seasonings/Preservatives/Extracts,Seasonings/Preservatives/Extracts,Herbs/Spices - Dried
5190,5728,"MIGHTY DOZEN VEGETABLE & FRUIT JUICE DRINK, APPLE, CELERY, CUCUMBER, KALE, COLLARD GREENS, LEMON, MINT TEA, GINGER, SPINACH, SPIRULINA, CHLORELLA, BARLEY GRASS",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Fruit/Vegetable Juice - Ready to Drink
5191,5729,"UBER GREENS VEGETABLE & FRUIT JUICE DRINK, UBER GREENS",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Fruit/Vegetable Juice - Ready to Drink
5192,5731,"100% POMEGRANATE JUICE FROM CONCENTRATE, POMEGRANATE",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Fruit/Vegetable Juice - Ready to Drink
5193,5732,0% FAT FREE MILK,Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Milk,
5194,5733,"BLACK CHERRY 100% JUICE FROM CONCENTRATE, BLACK CHERRY",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Fruit/Vegetable Juice - Ready to Drink
5195,5734,"CRISPY CINNAMON CRUNCH CEREAL, CRISPY CINNAMON CRUNCH",Food/Beverage,Cereal/Grain/Pulse Products,Breakfast Cereals,Breakfast Cereals - Ready to Eat
5196,5735,VITAMIN D WHOLE MILK,Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Milk,
5197,5736,2% REDUCED FAT MILK,Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Milk,
5198,5737,"SAFFRON ROAD, BAKED LENTIL CHIPS, GARLIC PARMESAN, GARLIC PARMESAN",Food/Beverage,Cereal/Grain/Pulse Products,Pulses/Legumes,Pulses/Legumes - Unprepared/Unprocessed (Shelf Stable)
5199,5739,"HOT PEPPER SAUCE, HOT PEPPER",Food/Beverage,Seasonings/Preservatives/Extracts,Seasonings/Preservatives/Extracts,Seasonings/Marinades - Prepared/Processed
5200,5741,"TERIYAKI PORK JERKY, TERIYAKI",Food/Beverage,Meat/Poultry/Other Animals,Meat/Poultry/Other Animals - Prepared/Processed,Meat/Poultry/Other Animals Sausages - Prepared/Processed
5201,5742,"HABANERO PEPPER SAUCE, HABANERO PEPPER",Food/Beverage,Seasonings/Preservatives/Extracts,Seasonings/Preservatives/Extracts,Seasonings/Marinades - Prepared/Processed
5202,5751,"ORIGINAL LEGENDARY BAR-B-Q SAUCE, ORIGINAL",Food/Beverage,Seasonings/Preservatives/Extracts,Seasonings/Preservatives/Extracts,Seasonings/Marinades - Prepared/Processed
5203,5752,"PLAIN AUTHENTIC BAKED BAGEL CHIPS CRISPS, PLAIN",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Biscuits/Cookies (Shelf Stable)
5204,5757,"BUFFALO STYLE HOT SAUCE, BUFFALO STYLE",Food/Beverage,Seasonings/Preservatives/Extracts,Seasonings/Preservatives/Extracts,Seasonings/Marinades - Prepared/Processed
5205,5758,"100% PRUNE JUICE, PRUNE",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Fruit/Vegetable Juice - Ready to Drink
5206,5759,"100% APPLE JUICE FROM CONCENTRATE, APPLE",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Fruit/Vegetable Juice - Ready to Drink
5207,5760,"CRANBERRY CHERRY 100% JUICE, CRANBERRY CHERRY",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Fruit/Vegetable Juice - Ready to Drink
5208,5761,"CRANBERRY GRAPE 100% JUICE, CRANBERRY GRAPE",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Fruit/Vegetable Juice - Ready to Drink
5209,5762,"CRANBERRY RASPBERRY FLAVORED BLEND OF 4 100% JUICE FROM CONCENTRATE, CRANBERRY RASPBERRY",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Fruit/Vegetable Juice - Ready to Drink
5210,5763,"NATURALLY CRANBERRY FLAVORED BLEND OF 3 100% JUICE FROM CONCENTRATE, NATURALLY CRANBERRY",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Fruit/Vegetable Juice - Ready to Drink
5211,5764,"BARBECUE PORK JERKY, BARBECUE",Food/Beverage,Meat/Poultry/Other Animals,Meat/Poultry/Other Animals - Prepared/Processed,Meat/Poultry/Other Animals Sausages - Prepared/Processed
5212,5769,"BOURBON BBQ BEEF JERKY, BOURBON BBQ",Food/Beverage,Meat/Poultry/Other Animals,Meat/Poultry/Other Animals - Prepared/Processed,Meat/Poultry/Other Animals Sausages - Prepared/Processed
5213,5771,"COOKIES & CREME MINI CHOCOLATE CUPCAKES, COOKIES & CREME",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Cakes/Pastries (Perishable)
5214,5772,GOLD CUPCAKES,Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate
5215,5773,MINI CHOCOLATE CUPCAKES,Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Cakes/Pastries (Perishable)
5216,5774,"6 CHOCOLATE CUP CAKES, BUTTER CREAM, BUTTER CREAM",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Cakes/Pastries (Perishable)
5217,5775,"TWO BITE CUPCAKES, S,MORES",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Cakes/Pastries (Perishable)
5218,5776,"BAKERY FRESH GOODNESS, PUDDING CAKE, CHERRY, CHERRY",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Cakes/Pastries (Perishable)
5219,5780,"LA BREA BAKERY, LOAF CAKE, MEYER LEMON, MEYER LEMON",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Cakes/Pastries (Perishable)
5220,5781,"GOLDEN FROSTED CREME CAKES, GOLDEN",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Cakes/Pastries (Perishable)
5221,5782,"GOLDEN MINI CUPCAKES, GOLDEN",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Cakes/Pastries (Perishable)
5222,5783,"KROGER, LIVING WELL, MULTI-GRAIN CEREAL, CINNAMON, CINNAMON",Food/Beverage,Cereal/Grain/Pulse Products,Breakfast Cereals,Breakfast Cereals - Ready to Eat
5223,5786,"12 GRAINS & SEEDS SELECT BREADS, GRAINS & SEEDS",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Bread (Perishable)
5224,5787,"SEEDLESS SOFT RYE BREAD, SOFT RYE",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Bread (Perishable)
5225,5788,"HONEY & OAT BREAD, HONEY & OAT",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Bread (Perishable)
5226,5789,"MULTI-GRAIN BREAD, MULTI-GRAIN",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Bread (Perishable)
5227,5790,"SPLIT TOP WHITE BREAD, SPLIT TOP WHITE",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Bread (Perishable)
5228,5791,"CINNAMON RAISIN BREAD, CINNAMON RAISIN",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Bread (Perishable)
5229,5796,"CHEWY CHOCOLATE CHIP COOKIES, CHOCOLATE CHIP",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Biscuits/Cookies (Shelf Stable)
5230,5797,"GLAZED CAKE DONUT HOLES, CHERRY, CHERRY",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Cakes/Pastries (Perishable)
5231,5798,"PLAIN CREAM CHEESE, PLAIN",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese,
5232,5799,4% LARGE CURD COTTAGE CHEESE,Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese,
5233,5800,FILLED & DECORATED RED VELVET MINI BUNDT CAKES,Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Cakes/Pastries (Perishable)
5234,5801,FILLED DECORATED CHOCOLATE MINI BUNDT CAKES,Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Cakes/Pastries (Perishable)
5235,5802,"FILLED & DECORATED MINI BUNDT CAKE, CHOCOLATE CHIP, CHOCOLATE CHIP",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Cakes/Pastries (Perishable)
5236,5803,"FUDGE ICED VALENTINES BROWNIE PLATTER WITH MINI RED, WHITE & PINK HEARTS",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Chocolate
5237,5804,"EXTRA RAISINS WHEAT BRAN CEREAL WITH RAISINS, EXTRA RAISINS",Food/Beverage,Cereal/Grain/Pulse Products,Breakfast Cereals,Breakfast Cereals - Ready to Eat
5238,5807,"MINI BUNDT CAKES, MAPLE & PUMPKIN SPICE, MAPLE & PUMPKIN SPICE",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Cakes/Pastries (Perishable)
5239,5808,"LIGHT LOW-MOISTURE PART-SKIM MOZZARELLA STRING CHEESE STICKS, MOZZARELLA",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese,
5240,5809,TRIPLE LAYER CHOCOLATE FUDGE CAKE,Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Cakes/Pastries (Perishable)
5241,5810,TRIPLE LAYER COCONUT CAKE,Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Cakes/Pastries (Perishable)
5242,5811,TRIPLE LAYER CARROT CAKE,Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Cakes/Pastries (Perishable)
5243,5812,TRIPLE LAYER ITALIAN CREME CAKE,Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Cakes/Pastries (Perishable)
5244,5813,PEANUT BUTTER CHOCOLATE PASSON CAKE,Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Cakes/Pastries (Perishable)
5245,5814,"GIANT EAGLE, TWO-BITE, CUPCAKES, VANILLA, VANILLA",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Cakes/Pastries (Perishable)
5246,5815,"MASTROIANNI BROS., SLICED ITALIAN BREAD",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Bread (Perishable)
5247,5816,WHEATED 12 GRAIN BREAD,Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Bread (Perishable)
5248,5821,"SLICED LOAF CAKE, PISTACHIO",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Cakes/Pastries (Perishable)
5249,5823,MULTIGRAIN BREAD,Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Bread (Perishable)
5250,5824,BAKERY BREAD,Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Bread (Perishable)
5251,5825,"CHEDDAR JACK A BLEND OF CHEDDAR & MONTEREY JACK FINELY SHREDDED CHEESES, CHEDDAR JACK",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese,
5252,5827,"MOZZARELLA LOW-MOISTURE PART-SKIM FINELY SHREDDED CHEESE, MOZZARELLA",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese,
5253,5828,"MOZZARELLA LOW-MOISTURE SHREDDED CHEESE, MOZZARELLA",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese,
5254,5829,"CILIEGINE CHEESE, CILIEGINE",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese,
5255,5830,"MILD CHEDDAR SHREDDED CHEESE, MILD CHEDDAR",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese,
5256,5832,"SIGNATURE KITCHENS, TOASTED OATS, HONEY & ALMOND, HONEY & ALMOND",Food/Beverage,Cereal/Grain/Pulse Products,Breakfast Cereals,Breakfast Cereals - Ready to Eat
5257,5833,"GUACAMOLE FLAVORED DIP, GUACAMOLE",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Perishable)
5258,5835,ORGANIC GREEK PITA MULTIGRAIN FLAX SEEDS,Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Bread (Perishable)
5259,5836,ORGANIC THINWICH MULTIGRAIN WITH FLAX SEEDS BREAD,Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Bread (Perishable)
5260,5837,QUESO BLANCO CHEESE,Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese,
5261,5838,MEXICAN FRESH FARMERS CRUMBLING CHEESE,Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese,
5262,5839,COTIJA CHEESE,Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese,
5263,5840,"SHREDDED MEXICAN 3 CHEESE BLEND, MEXICAN",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese,
5264,5841,"CASCADIAN FARM, ORGANIC CORN FLAKES, WHOLE GRAIN OATS, HONEY APPLE, HONEY APPLE",Food/Beverage,Cereal/Grain/Pulse Products,Breakfast Cereals,Breakfast Cereals - Ready to Eat
5265,5842,CHOCOLATE MARBLE LOAF CAKE,Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Cakes/Pastries (Perishable)
5266,5843,CRANBERRY ORANGE LOAF CAKE,Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Cakes/Pastries (Perishable)
5267,5844,AUTHENTIC FRYING WHITE CHEESE,Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese,
5268,5845,"COTIJA, MEXICAN STYLE AGED GRATED CHEESE",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese,
5269,5846,"APPLE ORCHARD MEDLEY FRUIT SNACKS, APPLE ORCHARD MEDLEY",Food/Beverage,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Vegetables - Prepared/Processed,Vegetables - Prepared/Processed (Shelf Stable)
5270,5852,"SHARP CHEDDAR SHREDDED CHEESE, SHARP CHEDDAR",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese,
5271,5853,"LONGHORN STYLE COLBY CHEESE, LONGHORN STYLE COLBY",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese,
5272,5854,"MOZZARELLA LOW-MOISTURE PART-SKIM CHEESE, MOZZARELLA",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese,
5273,5855,"COLBY JACK CHEESE, COLBY JACK",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese,
5274,5856,"SHREDDED MILD CHEDDAR CHEESE, MILD CHEDDAR",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese,
5275,5857,"SHREDDED MILD CHEDDAR CHEESE, MILD CHEDDAR",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese,
5276,5858,"SHARP CHEDDAR FINELY SHREDDED CHEESE, SHARP CHEDDAR",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese,
5277,5859,"MOZZARELLA LOW-MOISTURE PART-SKIM A CLASSIC ITALIAN STYLE SHREDDED CHEESE, MOZZARELLA",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese,
5278,5860,"SHREDDED LOW-MOISTURE PART-SKIM MOZZARELLA CHEESE, MOZZARELLA",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese,
5279,5861,"TACO STYLE FINELY SHREDDED CHEESE BLEND, TACO STYLE",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese,
5280,5862,"MEXICAN STYLE 4 CHEESE BLEND OF MONTEREY JACK, CHEDDAR, ASADERO & QUESO QUESADILLA SHREDDED CHEESES, MEXICAN STYLE 4 CHEESE BLEND",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese,
5281,5863,"NEW YORK SHARP WHITE CHEDDAR CHEESE, NEW YORK SHARP WHITE CHEDDAR",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese,
5282,5864,"COLBY JACK CHEESE, COLBY JACK",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese,
5283,5865,"NEW YORK EXTRA SHARP CHEDDAR CHEESE, NEW YORK EXTRA SHARP CHEDDAR",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese,
5284,5866,"FETA CHEESE REDUCED FAT CRUMBLED, FETA CHEESE",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese,
5285,5867,"MEXICAN STYLE 4 CHEESE BLEND OF MONTEREY JACK, CHEDDAR, ASADERO & QUESO QUESADILLA REDUCED FAT FANCY SHREDDED CHEESES, MEXICAN STYLE 4 CHEESE BLEND",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese,
5286,5868,"PEPPER JACK CRACKER CUT CHEESE SLICES, PEPPER JACK",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese,
5287,5869,"CRACKER CUT COLBY JACK CHEESE SLICES, COLBY JACK",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese,
5288,5870,"SHARP CHEDDAR CRACKER CUT CHEESE, SHARP CHEDDAR",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese,
5289,5871,"PIZZA SHREDDED CHEESE BLEND, PIZZA",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese,
5290,5872,"COLBY JACK A BLEND OF COLBY & MONTEREY JACK SHREDDED CHEESES, COLBY JACK",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese,
5291,5874,"AMERICAN PASTEURIZED PROCESS SLICED CHEESE, AMERICAN",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese,
5292,5875,"TACO INSPIRED HUMMUS WITH PICO DE GALLO, TACO INSPIRED",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Perishable)
5293,5877,"ENRICHED WHITE BREAD, WHITE",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Bread (Perishable)
5294,5880,OATMEAL,Food/Beverage,Cereal/Grain/Pulse Products,Breakfast Cereals,Breakfast Cereals - Ready to Eat
5295,5881,"OATMEAL INSTANT PORRIDGE, BANANA",Food/Beverage,Cereal/Grain/Pulse Products,Breakfast Cereals,Breakfast Cereals - Ready to Eat
5296,5882,"ANGELIC BAKEHOUSE, SPROUTED SEVEN-GRAIN BREAD",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Bread (Perishable)
5297,5884,SHARP CHEDDAR CHEESE,Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese,
5298,5885,SMOKED CHEDDAR CHEESE,Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese,
5299,5886,"SMOKED SWISS CHEESE, TERRIFIC WITH SPICED NUTS & APPLES, TERRIFIC WITH SPICED NUTS & APPLES",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese,
5300,5887,SWISS CHEESE,Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese,
5301,5888,"FRENCH BREAD, PUMPKIN WHITE CHOCOLATE CHUNK COOKIE",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Biscuits/Cookies (Shelf Stable)
5302,5889,"PRICE CHOPPER, SMALL CURD COTTAGE CHEESE, PINEAPPLE, PINEAPPLE",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese,
5303,5895,"RICH PRODUCTS, CAKE, LEMON, LEMON",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Cakes/Pastries (Perishable)
5304,5897,"GINGER EVANS BAKERY, SLICED CREME CAKE, BUTTER, BUTTER",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Cakes/Pastries (Perishable)
5305,5899,"SWEETENED CORN & OAT CEREAL CRISPY CRUNCH BERRY TREATS, SWEETENED CORN & OAT CEREAL",Food/Beverage,Cereal/Grain/Pulse Products,Breakfast Cereals,Breakfast Cereals - Ready to Eat
5306,5901,CARAMELIZED ONION DIP,Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Perishable)
5307,5902,"GREEK YOGURT DIP, ARTICHOKE JALAPENO, ARTICHOKE JALAPENO",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Yogurts,
5308,5906,ENRICHED WHITE BREAD,Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Bread (Perishable)
5309,5907,WHEAT BREAD,Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Bread (Perishable)
5310,5913,"DONUT HOLES, CHOCOLATY ENROBED",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Chocolate
5311,5915,"MARSHMALLOW MATEYS CEREAL, MARSHMALLOW MATEYS",Food/Beverage,Cereal/Grain/Pulse Products,Breakfast Cereals,Breakfast Cereals - Ready to Eat
5312,5916,"CORN BURSTS CEREAL, CORN BURSTS",Food/Beverage,Cereal/Grain/Pulse Products,Breakfast Cereals,Breakfast Cereals - Ready to Eat
5313,5919,"ORIGINAL CREAM CHEESE, ORIGINAL",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese,
5314,5921,LITE LOW-FAT RICOTTA CHEESE,Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese,
5315,5922,LOW FAT COTTAGE CHEESE,Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese,
5316,5923,NONFAT COTTAGE CHEESE,Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese,
5317,5924,"COTTAGE CHEESE, PINEAPPLE",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese,
5318,5925,"MEDIUM SALSA CON QUESO CHEESE DIP MIX, MEDIUM SALSA CON QUESO",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Liquid/Sauce/Soup,Sauce - Ready to Eat (Shelf Stable)
5319,5927,"MINI DONUTS, BLUEBERRY",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Cakes/Pastries (Perishable)
5320,5931,"MARBLE CAKE DOUGHNUTS, CHOCOLATE & KREME, CHOCOLATE & KREME",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Cakes/Pastries (Perishable)
5321,5932,"MARBLE CAKE DOUGHNUTS, ORANGE KREME, ORANGE KREME",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Cakes/Pastries (Perishable)
5322,5933,"KRISPY KREME DOUGHNUTS, DOUGHNUTS, GLAZED BLUEBERRY CAKE, GLAZED BLUEBERRY CAKE",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Cakes/Pastries (Perishable)
5323,5934,DIPPED CHOCOLATE CAKE DOUGHNUT HOLES,Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Cakes/Pastries (Perishable)
5324,5935,KRISPY JUNIORS DONUTS,Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Cakes/Pastries (Perishable)
